Paul Newman	Mater and the Ghostlight
Daniel Roebuck	Red Riding Hood
Bruce McGill	Behind Enemy Lines II: Axis of Evil
Keith David	Behind Enemy Lines II: Axis of Evil
Glenn Morshower	Behind Enemy Lines II: Axis of Evil
Patricia Clarkson	The Woods
Tony Hale	Fortunes
Michael Clarke Duncan	Redemption Road
Aidan Quinn	Plainsong
Tommy Lee Jones	The Sunset Limited
Samuel L. Jackson	The Sunset Limited
Daniel Roebuck	Bryan Loves You
Tony Todd	Bryan Loves You
Mark Strong	Zero Dark Thirty
Chris Pratt	Zero Dark Thirty
Jessica Chastain	Zero Dark Thirty
Ron Perlman	The Punisher: Dirty Laundry
Gary Oldman	Monster Butler
Chlo? Moretz	Big Momma's House 2
Jim Carrey	Fun with Dick and Jane
Alec Baldwin	Fun with Dick and Jane
Richard Jenkins	Fun with Dick and Jane
Michael Biehn	Grindhouse
Rosario Dawson	Grindhouse
Josh Brolin	Grindhouse
Bill Moseley	Grindhouse
Danny Trejo	Grindhouse
Nicolas Cage	Grindhouse
Bruce Willis	Grindhouse
Channing Tatum	She's the Man
David Cross	She's the Man
Vinnie Jones	She's the Man
James Franco	The Holiday
Dustin Hoffman	The Holiday
Kathryn Hahn	The Holiday
Michael Madsen	Now Here
Christopher Plummer	Four Minutes
Noel Gugliemi	Filly Brown
Clifton Powell	A Talent for Trouble
Ron Jeremy	Pornstar Pets
Neal McDonough	The Last Time
David Jensen	The Last Time
Melissa Leo	Dear Lemon Lima
Elaine Hendrix	Dear Lemon Lima
Beth Grant	Dear Lemon Lima
Harrison Ford	Morning Glory
Rachel McAdams	Morning Glory
Patrick Wilson	Morning Glory
50 Cent	Morning Glory
Stephen Tobolowsky	Pope Dreams
Channing Tatum	The Son of No One
Tracy Morgan	The Son of No One
Ray Liotta	The Son of No One
Al Pacino	The Son of No One
Wallace Shawn	Small Fry
Jane Lynch	Small Fry
Tom Hanks	Small Fry
Carlos Alazraqui	Small Fry
Kristen Wiig	Gift of the Night Fury
Jonah Hill	Gift of the Night Fury
Amanda Seyfried	The End of Love
Noel Gugliemi	Hotel California
F. Murray Abraham	The Final Inquiry
Steve Buscemi	Handsome Harry
Aidan Quinn	Handsome Harry
John Savage	Handsome Harry
Mike Epps	Lottery Ticket
Keith David	Lottery Ticket
Terry Crews	Lottery Ticket
Rob Riggle	Furry Vengeance
Ken Jeong	Furry Vengeance
Paul Giamatti	The Fan and the Flower
Bill Moseley	The Tortured
John Savage	Dreamkiller
Dean Cain	A Christmas Wedding
Joseph Gordon-Levitt	Morgan and Destiny's Eleventeenth Date: The Zeppelin Zoo
Channing Tatum	Morgan and Destiny's Eleventeenth Date: The Zeppelin Zoo
Joseph Gordon-Levitt	Morgan M. Morgansen's Date with Destiny
Nicole Kidman	Margot at the Wedding
Ciar?n Hinds	Margot at the Wedding
Chris Parnell	Looking for Kitty
Elizabeth Banks	Definitely, Maybe
Ryan Reynolds	Definitely, Maybe
Kevin Corrigan	Definitely, Maybe
Kevin Kline	Definitely, Maybe
Joel David Moore	Shanghai Kiss
Melissa Leo	According to Greta
50 Cent	Video Vixens
Denzel Washington	2 Guns
Jeff Bennett	Scooby-Doo! Mask of the Blue Falcon
Jeff Bennett	Scooby-Doo! Mask of the Blue Falcon
Frank Welker	Scooby-Doo! Mask of the Blue Falcon
Frank Welker	Scooby-Doo! Mask of the Blue Falcon
Frank Welker	Scooby-Doo! Mask of the Blue Falcon
Beth Grant	Door Prize
Vince Vaughn	Thumbsucker
Matt Damon	Hereafter
Richard Kind	Hereafter
Vera Farmiga	Henry's Crime
James Caan	Henry's Crime
Judy Greer	Henry's Crime
Chris Messina	Devil
Danny Huston	30 Days of Night
Ben Foster	30 Days of Night
Mark Boone Junior	30 Days of Night
James Franco	Finishing the Game
Ron Jeremy	Finishing the Game
Will Arnett	Hot Rod
Chris Parnell	Hot Rod
Bill Hader	Hot Rod
Danny McBride	Hot Rod
Sean Patrick Flanery	Boondock Saints II: All Saints Day
Tom Arnold	Three Wise Guys
Stephen Dorff	Somewhere
Michelle Monaghan	Somewhere
Tom Arnold	Palo Alto
Richard Riehle	Neo Ned
Terrence Howard	Animal
Chazz Palminteri	Animal
Ving Rhames	Animal
Taraji P. Henson	Animal
Lacey Chabert	Scarecrow
Kellan Lutz	Syrup
Nicole Kidman	The Paperboy
Matthew McConaughey	The Paperboy
John Cusack	The Paperboy
Edrick Browne	The Paperboy
J.D. Evermore	The Paperboy
Sean Penn	Gangster Squad
Anthony Mackie	Gangster Squad
Robert Patrick	Gangster Squad
Josh Brolin	Gangster Squad
Mark Boone Junior	Venice Underground
Danny Trejo	Venice Underground
Ray Liotta	Street Kings: Motor City
Clifton Powell	Street Kings: Motor City
Craig Robinson	The Frequency of Claire
Jon Voight	Transformers
Joseph Gordon-Levitt	Uncertainty
Olivia Thirlby	Uncertainty
Michael Sheen	The Special Relationship
Dennis Quaid	The Special Relationship
Kris Kristofferson	For Sale by Owner
Eric Roberts	Enemies Among Us
Steven Bauer	Enemies Among Us
Edrick Browne	Enemies Among Us
Paul Dano	Meek's Cutoff
Thomas Lennon	Eden Court
Clifton Powell	Rim Shop
Elizabeth Banks	Heights
James Marsden	Heights
Thomas Lennon	Heights
Denis O'Hare	Heights
Wallace Shawn	New York City Serenade
Giancarlo Esposito	Certainty
Beth Grant	Deadly Shift
Olivia Wilde	The Longest Week
Billy Crudup	The Longest Week
Jason Bateman	The Longest Week
Toby Jones	God Only Knows
Louis Mandylor	The Sensei
Keith David	The Sensei
Rob Schneider	50 First Dates
Sean Astin	50 First Dates
Missi Pyle	50 First Dates
Jennifer Coolidge	A Cinderella Story
Michael Caine	Batman Begins
Liam Neeson	Batman Begins
Gary Oldman	Batman Begins
Mark Boone Junior	Batman Begins
Christian Bale	Batman Begins
Tom Wilkinson	Batman Begins
Morgan Freeman	Batman Begins
Lindsay Lohan	Confessions of a Teenage Drama Queen
Naomi Watts	King Kong
Denzel Washington	Man on Fire
Dakota Fanning	Man on Fire
Christopher Walken	Man on Fire
Dwayne Johnson	Doom
Ray Liotta	Slow Burn
Bruce McGill	Slow Burn
Missi Pyle	Meet Market
C. Thomas Howell	War of the Worlds 2: The Next Wave
Aidan Quinn	Return to Sender
Philip Baker Hall	Wonderful World
David Jensen	Wonderful World
Rosario Dawson	Zookeeper
Ken Jeong	Zookeeper
Anthony Mackie	Night Catches Us
Eric Roberts	DOA: Dead or Alive
Robert Patrick	Flags of Our Fathers
Neal McDonough	Flags of Our Fathers
Melanie Lynskey	Flags of Our Fathers
Kristen Bell	Pulse
Brad Dourif	Pulse
Bruce Willis	Perfect Stranger
Billy Crudup	Red Light Winter
John Goodman	Inside Llewyn Davis
F. Murray Abraham	Inside Llewyn Davis
Dermot Mulroney	Jolene
Chazz Palminteri	Jolene
Jessica Chastain	Jolene
David Jensen	Creature
Sigourney Weaver	Spring/Fall
Thomas Lennon	Zac Efron's Pool Party
Justin Long	Zac Efron's Pool Party
Queen Latifah	Zac Efron's Pool Party
James Remar	Endless Bummer
Vincent Pastore	Doughboys
Lochlyn Munro	Let the Game Begin
Diora Baird	Let the Game Begin
Michael Madsen	Let the Game Begin
Lochlyn Munro	I Want Your Girl
Christian Slater	Pursued
Michael Clarke Duncan	Pursued
Chazz Palminteri	One Last Ride
Mircea Monroe	Screw Cupid
Jennifer Aniston	Marley &amp; Me
Owen Wilson	Marley &amp; Me
Alan Arkin	Marley &amp; Me
Marc Macaulay	Marley &amp; Me
Steve Carell	Hope Springs
Tommy Lee Jones	Hope Springs
Ken Jeong	Norm of the North
Rob Schneider	Norm of the North
Danny Trejo	Sushi Girl
Michael Biehn	Sushi Girl
James Duval	Sushi Girl
Tony Todd	Sushi Girl
William Sadler	Greetings from Tim Buckley
Jason Statham	Crank
Jamie Foxx	The Kingdom
Jason Bateman	The Kingdom
Richard Jenkins	The Kingdom
Danny Huston	The Kingdom
Fred Willard	Killer Diller
Samuel L. Jackson	Black Snake Moan
Luke Wilson	Mini's First Time
Alec Baldwin	Mini's First Time
Olivia Wilde	Bickford Shmeckler's Cool Ideas
Thomas Lennon	Bickford Shmeckler's Cool Ideas
Harrison Ford	Dalai Lama Renaissance
Melissa Leo	Santa Mesa
Steven Bauer	One in the Gun
James Russo	One in the Gun
Tony Todd	Changing the Game
James Remar	Vs
Dermot Mulroney	The Family Tree
Danny Trejo	The Boys of Ghost Town
David Cross	Crashing
Lindsay Lohan	A Prairie Home Companion
Kevin Kline	A Prairie Home Companion
Woody Harrelson	A Prairie Home Companion
John C. Reilly	A Prairie Home Companion
Tommy Lee Jones	A Prairie Home Companion
Kevin Spacey	Edison
Morgan Freeman	Edison
Jessica Alba	Into the Blue
Josh Brolin	Into the Blue
Woody Harrelson	North Country
Richard Jenkins	North Country
Michelle Monaghan	North Country
Frances Conroy	Shopgirl
Bill Moseley	The Devil's Rejects
Danny Trejo	The Devil's Rejects
Ian McKellen	X-Men: The Last Stand
James Marsden	X-Men: The Last Stand
Vinnie Jones	X-Men: The Last Stand
Hugh Jackman	X-Men: The Last Stand
Ben Foster	X-Men: The Last Stand
Stephen Dorff	Black Water Transit
Val Kilmer	Kill the Irishman
Christopher Walken	Kill the Irishman
Vinnie Jones	Kill the Irishman
Bob Gunton	Kill the Irishman
Kristen Bell	Scream 4
Helen Mirren	Arthur
Jason Mewes	Bottoms Up
Sam Rockwell	Conviction
Melissa Leo	Conviction
Marc Macaulay	Conviction
Robert De Niro	Stone
Edward Norton	Stone
Frances Conroy	Stone
Robert Forster	Kalamity
Dean Cain	Abandoned
Tracy Morgan	Laffapalooza: Live from Las Vegas
Robin Wright	Empire Falls
Paul Newman	Empire Falls
Ed Harris	Empire Falls
Josh Lucas	Empire Falls
Philip Seymour Hoffman	Empire Falls
Ritchie Montgomery	Two Gates Of Sleep
Lin Shaye	Chillerama
Ron Jeremy	Chillerama
Joel David Moore	Chillerama
Richard Riehle	Chillerama
Ray Wise	Chillerama
Eric Roberts	Chillerama
Vera Farmiga	Goats
Susan Sarandon	On the Line
Alfred Molina	The Lodger
Philip Baker Hall	The Lodger
Chris Mulkey	Wasted
Seymour Cassel	Reach for Me
Lacey Chabert	Reach for Me
Danny Trejo	Blacktino
Steve Buscemi	Pete Smalls Is Dead
Mark Boone Junior	Pete Smalls Is Dead
Seymour Cassel	Pete Smalls Is Dead
Christopher Plummer	Muhammad Ali's Greatest Fight
Danny Glover	Muhammad Ali's Greatest Fight
Elias Koteas	A Very Harold &amp; Kumar 3D Christmas
Thomas Lennon	A Very Harold &amp; Kumar 3D Christmas
Danny Trejo	A Very Harold &amp; Kumar 3D Christmas
Richard Riehle	A Very Harold &amp; Kumar 3D Christmas
Stephen Tobolowsky	Boxboarders!
David Cross	Meltdown
Gina Gershon	LOL: Laughing Out Loud
Rashida Jones	Our Idiot Brother
Kathryn Hahn	Our Idiot Brother
Adam Scott	Our Idiot Brother
Paul Rudd	Our Idiot Brother
Steve Coogan	Our Idiot Brother
Elizabeth Banks	Our Idiot Brother
Daniel Roebuck	Murder at the Presidio
Richard Tyson	The Trail to Hope Rose
Amy Adams	The Master
Joaquin Phoenix	The Master
Philip Seymour Hoffman	The Master
Michael Rooker	DC Showcase: Jonah Hex
Jeffrey Tambor	Good Behavior
Frank Welker	The Legend of Sasquatch
Frank Welker	The Legend of Sasquatch
Chlo? Moretz	Hallowed Ground
Joaquin Phoenix	I'm Still Here: Real Diaries of Young People Who Lived During the Holocaust
Lacey Chabert	Dirty Deeds
Arielle Kebbel	Dirty Deeds
Jamie Foxx	Jarhead
Queen Latifah	Last Holiday
Giancarlo Esposito	Last Holiday
Patrick Warburton	Rebound
Mike Vogel	Supercross
Channing Tatum	Supercross
Robert Patrick	Supercross
Elizabeth Banks	The Baxter
Paul Rudd	The Baxter
Steven Bauer	Dead Lenny
John Heard	Dead Lenny
Martin Starr	The Last Lovecraft: Relic of Cthulhu
Jeff Bennett	Phineas and Ferb The Movie: Across the 2nd Dimension
Joaquin Phoenix	The Village
Judy Greer	The Village
Sigourney Weaver	The Village
Jesse Eisenberg	The Village
Colin Farrell	Fright Night
Jeremy Sisto	Rosencrantz and Guildenstern Are Undead
Chris Parnell	Eavesdrop
Aasif Mandvi	Eavesdrop
Rashida Jones	I Love You, Man
Paul Rudd	I Love You, Man
J.K. Simmons	I Love You, Man
Thomas Lennon	I Love You, Man
Rob Huebel	I Love You, Man
Robin Williams	Certifiably Jonathan
Eric Roberts	In the Blink of an Eye
Steven Bauer	Special Ops
Edward Herrmann	Alzheimer's Disease: Facing the Facts
Danny Trejo	Human Factor
Sean Patrick Flanery	Human Factor
Keith David	Human Factor
Eric Roberts	Human Factor
Tom Sizemore	Human Factor
Rob Schneider	Untitled Rob Schneider project
C. Thomas Howell	Restitution
Tom Arnold	Restitution
William Sadler	Restitution
Patrick Wilson	The Book of Matthew
Keith David	The Book of Matthew
James Franco	Rise of the Planet of the Apes
Brian Cox	Rise of the Planet of the Apes
Nicole Kidman	Hemingway &amp; Gellhorn
Robert Duvall	Hemingway &amp; Gellhorn
Parker Posey	Hemingway &amp; Gellhorn
David Strathairn	Hemingway &amp; Gellhorn
Jeffrey Wright	Source Code
Vera Farmiga	Source Code
Michelle Monaghan	Source Code
Vivica A. Fox	Miss Nobody
Missi Pyle	Miss Nobody
Richard Riehle	Miss Nobody
Tracy Morgan	Platinum Comedy Series: Tracy Morgan: Life, Love &amp; Lust
Nicole Kidman	Bewitched
Will Ferrell	Bewitched
Michael Caine	Bewitched
Steve Carell	Bewitched
Ralph Fiennes	Harry Potter and the Goblet of Fire
Gary Oldman	Harry Potter and the Goblet of Fire
Gary Oldman	Harry Potter and the Order of the Phoenix
Ralph Fiennes	Harry Potter and the Order of the Phoenix
Emma Thompson	Harry Potter and the Order of the Phoenix
Mike Epps	Roll Bounce
Ray Liotta	Hero Wanted
Joseph Gordon-Levitt	(500) Days of Summer
Chlo? Moretz	(500) Days of Summer
John Cusack	Must Love Dogs
Dermot Mulroney	Must Love Dogs
Christopher Plummer	Must Love Dogs
Jennifer Aniston	Rumor Has It?
Richard Jenkins	Rumor Has It?
Mike Vogel	Rumor Has It?
Christopher McDonald	Rumor Has It?
Kathy Bates	Rumor Has It?
Cloris Leachman	Scary Movie 4
Michael Madsen	Scary Movie 4
Kevin Hart	Scary Movie 4
Carmen Electra	Scary Movie 4
Molly Shannon	Scary Movie 4
Nicolas Cage	The Weather Man
Michael Caine	The Weather Man
Robert Patrick	Freedom for Joe
Lin Shaye	Dead of Nowhere 3D
Tony Curran	Golf in the Kingdom
Malcolm McDowell	Golf in the Kingdom
Daniel Roebuck	Christmas Is Here Again
Kathy Bates	Christmas Is Here Again
Daniel Roebuck	Christmas Is Here Again
Snoop Dogg	The Big Bang
Tom Arnold	Group Sex
David Carradine	Kung Fu Killer
Melissa Leo	Seven Days in Utopia
Robert Duvall	Seven Days in Utopia
Bradley Cooper	Brother's Justice
David Koechner	Brother's Justice
Tom Hanks	Extremely Loud and Incredibly Close
John Goodman	Extremely Loud and Incredibly Close
Jeffrey Wright	Extremely Loud and Incredibly Close
Viola Davis	Extremely Loud and Incredibly Close
Dee Wallace	The Boarder
Beth Grant	Mockingbird Lane
David Strathairn	My Blueberry Nights
Kevin Durand	The Mortal Instruments: City of Bones
Owen Wilson	The Internship
Vince Vaughn	The Internship
Aasif Mandvi	The Internship
John Goodman	The Internship
Rob Riggle	The Internship
Keith David	Something Like a Business
Clifton Powell	Something Like a Business
Kevin Hart	Something Like a Business
J.K. Simmons	A Beginner's Guide to Endings
Maria Bello	Grown Ups 2
Steve Buscemi	Grown Ups 2
Willem Dafoe	Whiskey Bay
Neal McDonough	Whiskey Bay
J.D. Evermore	Whiskey Bay
Ritchie Montgomery	Whiskey Bay
Tom Sizemore	Company of Heroes
Vinnie Jones	Company of Heroes
Neal McDonough	Company of Heroes
Patricia Clarkson	Lars and the Real Girl
Amy Poehler	Baby Mama
Sigourney Weaver	Baby Mama
Denis O'Hare	Baby Mama
Will Forte	Baby Mama
Fred Armisen	Baby Mama
Rosario Dawson	Descent
Richard Riehle	Play Dead
Steven Bauer	A Numbers Game
Robert Redford	The Clearing
Helen Mirren	The Clearing
Willem Dafoe	The Clearing
Jane Lynch	Surviving Eden
John Leguizamo	Rage
Steve Buscemi	Rage
Willem Dafoe	Go Go Tales
Frank Welker	Tom and Jerry Blast Off to Mars
Jeff Bennett	Tom and Jerry Blast Off to Mars
Tom Kenny	Tom and Jerry Blast Off to Mars
Joel David Moore	The Elder Son
Daniel Craig	Munich
Ciar?n Hinds	Munich
Geoffrey Rush	Munich
Val Kilmer	Columbus Day
Steve Carell	Date Night
James Franco	Date Night
Taraji P. Henson	Date Night
Kristen Wiig	Date Night
Ray Liotta	Date Night
Kevin Spacey	Father of Invention
Heather Graham	Father of Invention
Rhoda Griffis	Father of Invention
Craig Robinson	Father of Invention
Michael Biehn	Saving Grace B. Jones
Jennifer Coolidge	Dr. Dolittle: Tail to the Chief
Paul Giamatti	Lady in the Water
Jeffrey Wright	Lady in the Water
Denis O'Hare	Once Upon a Mattress
James Duval	9 Full Moons
Jon Voight	The Legend of Simon Conjurer
Robin Williams	The Night Listener
Bobby Cannavale	The Night Listener
Scarlett Johansson	The Perfect Score
Chris Evans	The Perfect Score
Naomi Watts	The Ring Two
Tom Hanks	The Terminal
Stanley Tucci	The Terminal
Nicolas Cage	The Wicker Man
Frances Conroy	The Wicker Man
James Franco	The Wicker Man
Christa Campbell	The Wicker Man
Emily Blunt	Your Sister's Sister
Rosemarie DeWitt	Your Sister's Sister
John Cusack	Grand Piano
Dee Wallace	Grand Piano
Joaquin Phoenix	Ladder 49
Robert Patrick	Ladder 49
Billy Burke	Ladder 49
Johnny Depp	Pirates of the Caribbean: Dead Man's Chest
Geoffrey Rush	Pirates of the Caribbean: Dead Man's Chest
Peter O'Toole	Ratatouille
Will Arnett	Ratatouille
James Remar	Ratatouille
Jamie Foxx	Ray
Clifton Powell	Ray
Terrence Howard	Ray
Elaine Hendrix	What the #$*! Do We Know!?
Christa Campbell	Mozart and the Whale
John Carroll Lynch	Mozart and the Whale
Christopher Lloyd	Fly Me to the Moon
Robert Patrick	Fly Me to the Moon
Louis Mandylor	The Game of Their Lives
Vera Farmiga	Never Forever
Julianne Moore	Marie and Bruce
Chris Messina	The Trouble with Bliss
Dean Cain	Dead And Deader
Hugh Jackman	Snow Flower and the Secret Fan
Brian Cox	Old School New School
Aidan Quinn	Dark Matter
Patrick Wilson	Evening
Richard Tyson	Flight of the Living Dead: Outbreak on a Plane
Johnny Depp	Jack &amp; Jill
Al Pacino	Jack &amp; Jill
Michael Biehn	The Legend of Butch &amp; Sundance
Dean Cain	Post Impact
Carlos Alazraqui	Fairy Idol
Tom Kenny	Fairy Idol
Lacey Chabert	In My Sleep
Beth Grant	In My Sleep
Tony Hale	In My Sleep
C. Thomas Howell	Zolar: The Extreme Sports Movie
James Marsden	As Cool As I Am
Jeremy Sisto	As Cool As I Am
Jackson Rathbone	Pray for Morning
Dean Cain	The Dog Who Saved Christmas Vacation
Olivia Thirlby	Nobody Walks
Rosemarie DeWitt	Nobody Walks
Terrence Howard	In the Woods
Missi Pyle	Pretty Ugly People
Allison Janney	Pretty Ugly People
Richard Riehle	Stitch in Time
James Franco	The Letter
Molly Shannon	Scary Movie 5
Lindsay Lohan	Scary Movie 5
Snoop Dogg	Scary Movie 5
Terry Crews	Scary Movie 5
Vivica A. Fox	Home Run
Ron Jeremy	Homo Erectus
Tom Arnold	Homo Erectus
David Carradine	Homo Erectus
Chris Evans	Puncture
Michael Biehn	Puncture
Lance Henriksen	In the Spider's Web
Jessica Alba	The Killer Inside Me
Elias Koteas	The Killer Inside Me
Kevin Kline	The Extra Man
John C. Reilly	The Extra Man
Paul Dano	The Extra Man
Taraji P. Henson	The Karate Kid
Bryan Cranston	Red Tails
Terrence Howard	Red Tails
Susan Sarandon	Solitary Man
Michael Douglas	Solitary Man
Jesse Eisenberg	Solitary Man
Jenna Fischer	Solitary Man
Richard Riehle	Jack's Not Sick Anymore
Martin Starr	The Apocalypse
Lochlyn Munro	Final Move
David Carradine	Final Move
Martin Sheen	The Kid: Chamaco
Michael Madsen	The Kid: Chamaco
Taraji P. Henson	The Brotherly Love Table Read
Ray Liotta	All Things Fall Apart
50 Cent	All Things Fall Apart
Ray Liotta	Ticket Out
Billy Burke	Ticket Out
Ray Liotta	Bad Karma
Ray Liotta	Breathless
Gina Gershon	Breathless
Val Kilmer	Breathless
Richard Riehle	Breathless
Jason Mewes	Repo
Heather Graham	Judy Moody and the Not Bummer Summer
Richard Riehle	Judy Moody and the Not Bummer Summer
Kevin Hart	35 and Ticking
Clifton Powell	35 and Ticking
Mike Epps	35 and Ticking
Christopher Lloyd	Excuse Me for Living
Ed Harris	The Geography of Hope
Keith David	Blue
Edrick Browne	Be My Teacher
Giancarlo Esposito	S.W.A.T.: Firefight
Robert Patrick	S.W.A.T.: Firefight
William Sadler	Devour
Matthew McConaughey	Dallas Buyers Club
Denis O'Hare	Dallas Buyers Club
Zach Galifianakis	Visioneers
Missi Pyle	Visioneers
Judy Greer	Visioneers
Lance E. Nichols	Racing for Time
Jennifer Coolidge	Living Proof
Zach Galifianakis	Little Fish, Strange Pond
Ron Jeremy	Little Fish, Strange Pond
Samuel L. Jackson	Star Wars Episode III: Revenge of the Sith
Robert De Niro	Stardust
Peter O'Toole	Stardust
Mark Strong	Stardust
Ian McKellen	Stardust
Allison Janney	Strangers with Candy
Matt Damon	The Bourne Ultimatum
David Strathairn	The Bourne Ultimatum
Patrick Wilson	Life in Flight
Rashida Jones	Life in Flight
Snoop Dogg	Down for Life
Danny Glover	Down for Life
Aidan Quinn	Flipped
Tom Sizemore	White Air
Kris Kristofferson	Outlaw Country: Live from Austin TX
Rance Howard	Dean Teaster's Ghost Town
Tom Arnold	April Showers
Richard Kind	Heidi 4 Paws
Joel David Moore	Stuntmen
Lin Shaye	Stuntmen
Ray Wise	Stuntmen
Joel Michaely	Cult
David Carradine	Treasure Raiders
Christopher McDonald	Player 5150
Bob Gunton	Player 5150
Elaine Hendrix	Player 5150
Ving Rhames	Mission: Impossible ? Ghost Protocol
Tom Cruise	Mission: Impossible ? Ghost Protocol
Tom Wilkinson	Mission: Impossible ? Ghost Protocol
Michelle Monaghan	Mission: Impossible ? Ghost Protocol
Danny Glover	Mooz-lum
Tom Arnold	Hard Breakers
Mircea Monroe	Hard Breakers
